Group;Question Label;Topic Label;Year;Akse;Ordforklaring;Antpers;Farveskala;Gennemsnit;Score (Indekseret score) (gennemsnit) (label);Score (Indekseret score) (gennemsnit);Score (Indekseret score);Score
Mænd, 55 - 64 år;Sidder ned mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid sidder du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der sidder mindst 3/4 af arbejdstiden (svarkategori 5-6).";5135;2,922819595;;;;37,99687084;37,99687084
Mænd, 55 - 64 år;Går eller står mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 3/4 af arbejdstiden (svarkategori 5-6).";5111;12,09699133;;;;35,96894306;35,96894306
Mænd, 55 - 64 år;Går eller står mindst 1/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 1/4 af arbejdstiden (svarkategori 3-6).";5111;-10,38574924;;;;84,37232595;84,37232595
Mænd, 45 - 54 år;Sidder ned mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid sidder du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der sidder mindst 3/4 af arbejdstiden (svarkategori 5-6).";5438;-8,106153024;;;;40,54992193;40,54992193
Mænd, 45 - 54 år;Går eller står mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 3/4 af arbejdstiden (svarkategori 5-6).";5418;16,06014707;;;;34,76105219;34,76105219
Mænd, 45 - 54 år;Går eller står mindst 1/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 1/4 af arbejdstiden (svarkategori 3-6).";5418;-4,897424718;;;;83,7670146;83,7670146
Mænd, 35 - 44 år;Sidder ned mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid sidder du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der sidder mindst 3/4 af arbejdstiden (svarkategori 5-6).";3599;-7,079877139;;;;40,31235358;40,31235358
Mænd, 35 - 44 år;Går eller står mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 3/4 af arbejdstiden (svarkategori 5-6).";3593;14,68666212;;;;35,17966302;35,17966302
Mænd, 35 - 44 år;Går eller står mindst 1/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 1/4 af arbejdstiden (svarkategori 3-6).";3593;12,39507284;;;;81,8598123;81,8598123
Mænd, 25 - 34 år;Sidder ned mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid sidder du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der sidder mindst 3/4 af arbejdstiden (svarkategori 5-6).";1952;-19,12035581;;;;43,09955401;43,09955401
Mænd, 25 - 34 år;Går eller står mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 3/4 af arbejdstiden (svarkategori 5-6).";1950;5,322712637;;;;38,03360816;38,03360816
Mænd, 25 - 34 år;Går eller står mindst 1/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 1/4 af arbejdstiden (svarkategori 3-6).";1950;31,24700955;;;;79,78061831;79,78061831
Mænd, 18 - 24 år;Sidder ned mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid sidder du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der sidder mindst 3/4 af arbejdstiden (svarkategori 5-6).";624;80,82420417;;;;19,96380273;19,96380273
Mænd, 18 - 24 år;Går eller står mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 3/4 af arbejdstiden (svarkategori 5-6).";622;-82,12296282;;;;64,68530691;64,68530691
Mænd, 18 - 24 år;Går eller står mindst 1/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 1/4 af arbejdstiden (svarkategori 3-6).";622;-66,10595292;;;;90,51774826;90,51774826
Mænd;Sidder ned mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid sidder du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der sidder mindst 3/4 af arbejdstiden (svarkategori 5-6).";16748;0,555254833;;;;38,54492858;38,54492858
Mænd;Går eller står mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 3/4 af arbejdstiden (svarkategori 5-6).";16694;3,258848391;;;;38,66263285;38,66263285
Mænd;Går eller står mindst 1/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 1/4 af arbejdstiden (svarkategori 3-6).";16694;-0,224595666;;;;83,25164484;83,25164484
Kvinder, 55 - 64 år;Sidder ned mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid sidder du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der sidder mindst 3/4 af arbejdstiden (svarkategori 5-6).";5669;12,24532253;;;;35,83884334;35,83884334
Kvinder, 55 - 64 år;Går eller står mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 3/4 af arbejdstiden (svarkategori 5-6).";5650;-4,18257323;;;;40,93062982;40,93062982
Kvinder, 55 - 64 år;Går eller står mindst 1/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 1/4 af arbejdstiden (svarkategori 3-6).";5650;-25,93618558;;;;86,08739503;86,08739503
Kvinder, 45 - 54 år;Sidder ned mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid sidder du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der sidder mindst 3/4 af arbejdstiden (svarkategori 5-6).";6497;-15,15864938;;;;42,18247503;42,18247503
Kvinder, 45 - 54 år;Går eller står mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 3/4 af arbejdstiden (svarkategori 5-6).";6479;13,64985012;;;;35,49566265;35,49566265
Kvinder, 45 - 54 år;Går eller står mindst 1/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 1/4 af arbejdstiden (svarkategori 3-6).";6479;5,98901542;;;;82,56634109;82,56634109
Kvinder, 35 - 44 år;Sidder ned mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid sidder du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der sidder mindst 3/4 af arbejdstiden (svarkategori 5-6).";4361;-6,289269658;;;;40,12933914;40,12933914
Kvinder, 35 - 44 år;Går eller står mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 3/4 af arbejdstiden (svarkategori 5-6).";4356;3,092807576;;;;38,71323878;38,71323878
Kvinder, 35 - 44 år;Går eller står mindst 1/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 1/4 af arbejdstiden (svarkategori 3-6).";4356;11,57822563;;;;81,94990298;81,94990298
Kvinder, 25 - 34 år;Sidder ned mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid sidder du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der sidder mindst 3/4 af arbejdstiden (svarkategori 5-6).";2368;-19,17579583;;;;43,11238759;43,11238759
Kvinder, 25 - 34 år;Går eller står mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 3/4 af arbejdstiden (svarkategori 5-6).";2363;2,171695869;;;;38,99397526;38,99397526
Kvinder, 25 - 34 år;Går eller står mindst 1/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 1/4 af arbejdstiden (svarkategori 3-6).";2363;33,89404708;;;;79,48867459;79,48867459
Kvinder, 18 - 24 år;Sidder ned mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid sidder du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der sidder mindst 3/4 af arbejdstiden (svarkategori 5-6).";674;73,38583388;;;;21,68568019;21,68568019
Kvinder, 18 - 24 år;Går eller står mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 3/4 af arbejdstiden (svarkategori 5-6).";674;-83,93985293;;;;65,23905879;65,23905879
Kvinder, 18 - 24 år;Går eller står mindst 1/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 1/4 af arbejdstiden (svarkategori 3-6).";674;-63,68491908;;;;90,25073066;90,25073066
Kvinder;Sidder ned mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid sidder du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der sidder mindst 3/4 af arbejdstiden (svarkategori 5-6).";19569;-0,555254833;;;;38,80199585;38,80199585
Kvinder;Går eller står mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 3/4 af arbejdstiden (svarkategori 5-6).";19522;-3,258848391;;;;40,6490969;40,6490969
Kvinder;Går eller står mindst 1/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 1/4 af arbejdstiden (svarkategori 3-6).";19522;0,224595666;;;;83,20210319;83,20210319
Mænd, 55 - 64 år;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";5111;-27,86769548;;;;67,88879519;3,394439759
Mænd, 45 - 54 år;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";5413;-8,851628837;;;;69,94573798;3,497286899
Mænd, 35 - 44 år;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";3548;-1,084179113;;;;70,78593275;3,539296637
Mænd, 25 - 34 år;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";1917;39,91109914;;;;75,22033781;3,76101689
Mænd, 18 - 24 år;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";610;61,86404828;;;;77,5949593;3,879747965
Mænd;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";16599;6,185586568;;;;71,57229369;3,578614685
Kvinder, 55 - 64 år;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";5640;-38,13595172;;;;66,77809148;3,338904574
Kvinder, 45 - 54 år;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";6463;-18,53688062;;;;68,8980971;3,444904855
Kvinder, 35 - 44 år;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";4312;-6,436480594;;;;70,20698137;3,510349069
Kvinder, 25 - 34 år;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";2333;21,69479641;;;;73,24990442;3,662495221
Kvinder, 18 - 24 år;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";661;45,94618941;;;;75,87314554;3,793657277
Kvinder;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";19409;-6,185586568;;;;70,23412025;3,511706012
Mænd, 55 - 64 år;Våde eller fugtige hænder mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for at have våde eller fugtige hænder?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har våde eller fugtige hænder mindst 1/4 af arbejdstiden (svarkategori 3-6).";5136;33,12378117;;;;16,83647486;16,83647486
Mænd, 55 - 64 år;Hudproblemer;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Har du indenfor de seneste 12 måneder haft hudproblemer på hænderne (kløe, røde knopper, røde plamager, tør og revnet hud og/eller små vandblærer)?

-Nej
-Ja, nogle dage
-Ja, en uge eller mere

I resultaterne præsenteres andel (%) med hudproblemer (svarkategori 2-3).";5113;28,90518861;;;;14,81797266;14,81797266
Mænd, 55 - 64 år;Hudkontakt med kemikalier mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid har du hudkontakt med kemikalier (fx rengøringsmidler og desinfektionsmidler)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har hudkontakt med kemikalier mindst 1/4 af arbejdstiden (svarkategori 3-6).";5142;29,76615315;;;;8,891499822;8,891499822
